"sitemonthyear","siteID","monthyear","year","plotID","species_richness","exotic_richness","exotic_cover","latitude","longitude","easting","northing","Dominant_NLCD_Classes"
"JERC2018-09","JERC","2018-09","2018","JERC_022",84,3,2.5,31.210376,-84.468464,741180.198,3455679.314,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2018-09","JERC","2018-09","2018","JERC_028",42,1,8,31.182704,-84.477998,740341.603,3452590.33,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2018-09","JERC","2018-09","2018","JERC_029",45,NA,NA,31.186763,-84.46438,741629.434,3453070.04,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2018-09","JERC","2018-09","2018","JERC_030",56,NA,NA,31.185097,-84.476067,740519.584,3452859.85,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2018-09","JERC","2018-09","2018","JERC_031",36,NA,NA,31.202453,-84.464587,741569.77,3454809.335,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2018-09","JERC","2018-09","2018","JERC_033",60,NA,NA,31.192003,-84.456038,742411.225,3453669.344,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2018-09","JERC","2018-09","2018","JERC_036",83,NA,NA,31.184997,-84.470422,741057.97,3452861.061,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2018-09","JERC","2018-09","2018","JERC_048",49,NA,NA,31.196458,-84.461913,741839.939,3454150.401,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2019-09","JERC","2019-09","2019","JERC_002",47,NA,NA,31.194504,-84.460062,742021.366,3453937.766,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2019-09","JERC","2019-09","2019","JERC_010",65,NA,NA,31.208217,-84.469499,741087.026,3455437.686,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2019-09","JERC","2019-09","2019","JERC_011",48,NA,NA,31.185207,-84.468204,741268.88,3452889.156,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2019-09","JERC","2019-09","2019","JERC_013",69,NA,NA,31.178468,-84.469946,741119.933,3452138.166,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2019-09","JERC","2019-09","2019","JERC_016",47,NA,NA,31.180684,-84.472088,740910.128,3452379.225,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2019-09","JERC","2019-09","2019","JERC_019",67,1,53,31.187434,-84.470663,741028.784,3453130.699,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2019-09","JERC","2019-09","2019","JERC_021",52,NA,NA,31.175756,-84.469063,741210.967,3451839.408,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2019-09","JERC","2019-09","2019","JERC_028",48,NA,NA,31.182704,-84.477998,740341.603,3452590.33,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2019-09","JERC","2019-09","2019","JERC_035",62,NA,NA,31.183308,-84.454719,742559.15,3452708.14,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2019-09","JERC","2019-09","2019","JERC_036",62,NA,NA,31.184997,-84.470422,741057.97,3452861.061,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"KONZ2016-07","KONZ","2016-07","2016","KONZ_001",29,NA,NA,39.075067,-96.555875,711430.561,4327950.463,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2016-07","KONZ","2016-07","2016","KONZ_002",35,NA,NA,39.119993,-96.546016,712148.785,4332959.91,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2016-07","KONZ","2016-07","2016","KONZ_005",40,1,0.5,39.082563,-96.566705,710471.292,4328757.276,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2016-07","KONZ","2016-07","2016","KONZ_013",34,NA,NA,39.088084,-96.558522,711162.75,4329389.122,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2016-07","KONZ","2016-07","2016","KONZ_014",33,NA,NA,39.1095,-96.561283,710860.084,4331759.743,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2016-07","KONZ","2016-07","2016","KONZ_022",39,NA,NA,39.098105,-96.546418,712179.684,4330529.536,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2016-07","KONZ","2016-07","2016","KONZ_023",34,NA,NA,39.078425,-96.548483,712059.998,4328340.423,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2016-07","KONZ","2016-07","2016","KONZ_028",29,1,10.5,39.104397,-96.576047,709598.494,4331159.106,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2016-07","KONZ","2016-07","2016","KONZ_042",42,1,0.5,39.09957,-96.564404,710619.732,4330650.238,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2016-07","KONZ","2016-07","2016","KONZ_043",45,NA,NA,39.102192,-96.561182,710890.61,4330948.808,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2016-07","KONZ","2016-07","2016","KONZ_045",42,1,0.5,39.103828,-96.561811,710831.295,4331128.869,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2017-06","KONZ","2017-06","2017","KONZ_003",24,1,1,39.088076,-96.570347,710139.836,4329360.767,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2019-07","KONZ","2019-07","2019","KONZ_001",26,NA,NA,39.075067,-96.555875,711430.561,4327950.463,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2019-07","KONZ","2019-07","2019","KONZ_002",41,NA,NA,39.119993,-96.546016,712148.785,4332959.91,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2019-07","KONZ","2019-07","2019","KONZ_005",48,NA,NA,39.082563,-96.566705,710471.292,4328757.276,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2019-07","KONZ","2019-07","2019","KONZ_007",31,NA,NA,39.086977,-96.544717,712360.145,4329298.352,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2019-07","KONZ","2019-07","2019","KONZ_008",44,1,1,39.108081,-96.545369,712240.489,4331639.316,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2019-07","KONZ","2019-07","2019","KONZ_009",33,NA,NA,39.107316,-96.585982,708730.704,4331460.168,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2019-07","KONZ","2019-07","2019","KONZ_011",29,NA,NA,39.106214,-96.597473,707740.189,4331311.576,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2019-07","KONZ","2019-07","2019","KONZ_014",30,NA,NA,39.1095,-96.561283,710860.084,4331759.743,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2019-07","KONZ","2019-07","2019","KONZ_017",29,NA,NA,39.106074,-96.578723,709362.079,4331339.085,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2019-07","KONZ","2019-07","2019","KONZ_019",34,NA,NA,39.107534,-96.558221,711130.737,4331548.574,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2019-07","KONZ","2019-07","2019","KONZ_023",32,NA,NA,39.078425,-96.548483,712059.998,4328340.423,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2019-07","KONZ","2019-07","2019","KONZ_025",42,1,2,39.103999,-96.596164,707859.93,4331068.627,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2019-07","KONZ","2019-07","2019","KONZ_043",48,1,0.5,39.102192,-96.561182,710890.61,4330948.808,"Deciduous Forest, Grassland/Herbaceous"
"KONZ2019-07","KONZ","2019-07","2019","KONZ_045",44,1,0.5,39.103828,-96.561811,710831.295,4331128.869,"Deciduous Forest, Grassland/Herbaceous"
"LENO2016-05","LENO","2016-05","2016","LENO_063",25,2,4.5,31.855414,-88.160393,390219.672,3524996.396,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_001",29,NA,NA,31.824646,-88.177623,388552.494,3521603.317,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_002",38,NA,NA,31.806908,-88.193888,386991.566,3519653.851,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_003",19,NA,NA,31.808316,-88.188214,387530.362,3519803.976,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_004",43,1,0.5,31.821083,-88.182318,388103.831,3521213.188,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_006",12,NA,NA,31.814261,-88.187361,387618.333,3520462.106,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_007",22,1,2.5,31.812516,-88.202238,386207.963,3520284.152,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_008",25,NA,NA,31.814243,-88.189901,387377.9,3520462.729,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_009",17,1,2,31.811631,-88.181314,388187.488,3520164.417,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_010",27,NA,NA,31.809125,-88.185679,387771.315,3519891.048,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_011",32,1,8,31.825952,-88.183042,388041.243,3521753.593,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_012",23,NA,NA,31.80812,-88.179966,388310.928,3519773.841,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_013",18,NA,NA,31.818481,-88.199428,386481.307,3520942.515,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_015",19,NA,NA,31.815894,-88.191496,387228.901,3520647.403,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_017",37,1,1.5,31.841773,-88.168348,389450.79,3523492.355,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_018",24,1,0.5,31.810782,-88.184743,387861.875,3520073.786,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_019",35,1,1,31.818793,-88.194691,386929.974,3520972.174,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_020",24,1,3,31.824786,-88.192507,387144.011,3521634.188,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_021",32,1,NA,31.83445,-88.170173,389269.312,3522682.413,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_022",7,NA,NA,31.815463,-88.204148,386030.778,3520612.833,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_023",35,1,3,31.808936,-88.179975,388310.994,3519864.277,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_024",17,NA,NA,31.819974,-88.185187,387830.96,3521093.138,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_026",7,1,4,31.825114,-88.185895,387770.238,3521663.635,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_027",24,1,0.5,31.817949,-88.202252,386213.359,3520886.457,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_028",34,2,3,31.818801,-88.196903,386720.694,3520975.281,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_029",29,2,15,31.830931,-88.171035,389183.524,3522293.257,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_061",47,NA,NA,31.857544,-88.163277,389949.392,3525235.449,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_062",33,NA,NA,31.857054,-88.161742,390093.979,3525179.495,"Deciduous Forest, Woody Wetlands"
"LENO2017-06","LENO","2017-06","2017","LENO_063",31,2,4.5,31.855414,-88.160393,390219.672,3524996.396,"Deciduous Forest, Woody Wetlands"
"LENO2019-06","LENO","2019-06","2019","LENO_002",28,1,1,31.806908,-88.193888,386991.566,3519653.851,"Deciduous Forest, Woody Wetlands"
"LENO2019-06","LENO","2019-06","2019","LENO_003",14,NA,NA,31.808316,-88.188214,387530.362,3519803.976,"Deciduous Forest, Woody Wetlands"
"LENO2019-06","LENO","2019-06","2019","LENO_006",14,NA,NA,31.814261,-88.187361,387618.333,3520462.106,"Deciduous Forest, Woody Wetlands"
"LENO2019-06","LENO","2019-06","2019","LENO_008",21,NA,NA,31.814243,-88.189901,387377.9,3520462.729,"Deciduous Forest, Woody Wetlands"
"LENO2019-06","LENO","2019-06","2019","LENO_009",17,1,2,31.811631,-88.181314,388187.488,3520164.417,"Deciduous Forest, Woody Wetlands"
"LENO2019-06","LENO","2019-06","2019","LENO_010",15,NA,NA,31.809125,-88.185679,387771.315,3519891.048,"Deciduous Forest, Woody Wetlands"
"LENO2019-06","LENO","2019-06","2019","LENO_012",21,NA,NA,31.80812,-88.179966,388310.928,3519773.841,"Deciduous Forest, Woody Wetlands"
"LENO2019-06","LENO","2019-06","2019","LENO_014",27,1,1,31.810657,-88.19903,386509.353,3520074.769,"Deciduous Forest, Woody Wetlands"
"LENO2019-06","LENO","2019-06","2019","LENO_018",21,1,0.5,31.810782,-88.184743,387861.875,3520073.786,"Deciduous Forest, Woody Wetlands"
"LENO2019-06","LENO","2019-06","2019","LENO_023",22,1,0.5,31.808936,-88.179975,388310.994,3519864.277,"Deciduous Forest, Woody Wetlands"
"LENO2019-06","LENO","2019-06","2019","LENO_030",12,NA,NA,31.810757,-88.190139,387351.06,3520076.571,"Deciduous Forest, Woody Wetlands"
"MLBS2017-08","MLBS","2017-08","2017","MLBS_001",21,NA,NA,37.3607,-80.524992,542063.973,4134993.07,"Deciduous Forest"
"MLBS2017-08","MLBS","2017-08","2017","MLBS_002",22,NA,NA,37.372058,-80.524252,542123.13,4136253.43,"Deciduous Forest"
"MLBS2017-08","MLBS","2017-08","2017","MLBS_003",16,NA,NA,37.368528,-80.526975,541884.058,4135860.615,"Deciduous Forest"
"MLBS2017-08","MLBS","2017-08","2017","MLBS_005",17,NA,NA,37.363106,-80.521589,542363.962,4135261.521,"Deciduous Forest"
"MLBS2017-08","MLBS","2017-08","2017","MLBS_009",19,NA,NA,37.374434,-80.518487,542632.311,4136519.606,"Deciduous Forest"
"MLBS2017-08","MLBS","2017-08","2017","MLBS_010",22,NA,NA,37.365565,-80.526343,541941.666,4135532.169,"Deciduous Forest"
"MLBS2017-08","MLBS","2017-08","2017","MLBS_011",24,NA,NA,37.359448,-80.521143,542405.524,4134855.841,"Deciduous Forest"
"MLBS2017-08","MLBS","2017-08","2017","MLBS_012",16,NA,NA,37.357284,-80.522508,542285.916,4134615.118,"Deciduous Forest"
"MLBS2017-08","MLBS","2017-08","2017","MLBS_017",18,NA,NA,37.358817,-80.526049,541971.424,4134783.671,"Deciduous Forest"
"MLBS2017-08","MLBS","2017-08","2017","MLBS_022",18,NA,NA,37.363752,-80.526185,541956.63,4135331.114,"Deciduous Forest"
"MLBS2017-08","MLBS","2017-08","2017","MLBS_024",29,1,25,37.360507,-80.521133,542405.838,4134973.348,"Deciduous Forest"
"MLBS2017-08","MLBS","2017-08","2017","MLBS_031",18,NA,NA,37.364014,-80.524151,NA,NA,"Deciduous Forest"
"MLBS2017-08","MLBS","2017-08","2017","MLBS_061",18,NA,NA,37.376631,-80.5198,542514.739,4136762.794,"Deciduous Forest"
"MLBS2017-08","MLBS","2017-08","2017","MLBS_063",18,NA,NA,37.377486,-80.527932,541794.32,4136853.963,"Deciduous Forest"
"MLBS2017-08","MLBS","2017-08","2017","MLBS_064",27,1,1,37.375562,-80.520174,542482.304,4136644.036,"Deciduous Forest"
"MLBS2018-07","MLBS","2018-07","2018","MLBS_002",23,NA,NA,37.372058,-80.524252,542123.13,4136253.43,"Deciduous Forest"
"MLBS2018-07","MLBS","2018-07","2018","MLBS_009",26,NA,NA,37.374434,-80.518487,542632.311,4136519.606,"Deciduous Forest"
"MLBS2018-07","MLBS","2018-07","2018","MLBS_014",45,1,1,37.417102,-80.557337,539170.365,4141236.465,"Deciduous Forest"
"MLBS2018-07","MLBS","2018-07","2018","MLBS_015",23,NA,NA,37.414692,-80.568195,538210.77,4140964.591,"Deciduous Forest"
"MLBS2018-07","MLBS","2018-07","2018","MLBS_016",17,NA,NA,37.415022,-80.574956,537612.325,4140998.446,"Deciduous Forest"
"MLBS2018-07","MLBS","2018-07","2018","MLBS_019",40,NA,NA,37.42436,-80.551226,539707.221,4142044.152,"Deciduous Forest"
"MLBS2018-07","MLBS","2018-07","2018","MLBS_061",23,NA,NA,37.376631,-80.5198,542514.739,4136762.794,"Deciduous Forest"
"MLBS2018-07","MLBS","2018-07","2018","MLBS_063",20,NA,NA,37.377486,-80.527932,541794.32,4136853.963,"Deciduous Forest"
"MLBS2018-07","MLBS","2018-07","2018","MLBS_064",31,NA,NA,37.375562,-80.520174,542482.304,4136644.036,"Deciduous Forest"
"MOAB2017-07","MOAB","2017-07","2017","MOAB_023",6,3,2,38.234398,-109.380261,641759.372,4233062.788,"Evergreen Forest, Shrub/Scrub"
"NIWO2018-08","NIWO","2018-08","2018","NIWO_001",7,NA,NA,40.042344,-105.558975,452315.392,4432606.622,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2018-08","NIWO","2018-08","2018","NIWO_002",2,NA,NA,40.04106,-105.547043,453332.439,4432457.801,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2018-08","NIWO","2018-08","2018","NIWO_005",11,NA,NA,40.043662,-105.569891,451385.162,4432758.83,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2018-08","NIWO","2018-08","2018","NIWO_007",7,NA,NA,40.037739,-105.562156,452040.796,4432097.289,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2018-08","NIWO","2018-08","2018","NIWO_009",8,NA,NA,40.045049,-105.560411,452194.764,4432907.626,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2018-08","NIWO","2018-08","2018","NIWO_010",7,NA,NA,40.037194,-105.568794,451474.16,4432040.348,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2018-08","NIWO","2018-08","2018","NIWO_011",6,NA,NA,40.033987,-105.555402,452614.41,4431677.149,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2018-08","NIWO","2018-08","2018","NIWO_012",3,NA,NA,40.034769,-105.559629,452254.353,4431766.187,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2018-08","NIWO","2018-08","2018","NIWO_014",19,NA,NA,40.050779,-105.548151,453244.515,4433537.139,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2018-08","NIWO","2018-08","2018","NIWO_015",12,NA,NA,40.04011,-105.57266,451146.351,4432366.174,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2018-08","NIWO","2018-08","2018","NIWO_016",12,NA,NA,40.048377,-105.542505,453724.471,4433267.545,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2018-08","NIWO","2018-08","2018","NIWO_019",10,NA,NA,40.046996,-105.547411,453305.047,4433116.906,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2018-08","NIWO","2018-08","2018","NIWO_020",9,NA,NA,40.0413,-105.554781,452672.482,4432488.515,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2018-08","NIWO","2018-08","2018","NIWO_021",5,NA,NA,40.040801,-105.543482,453636.065,4432427.207,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2018-08","NIWO","2018-08","2018","NIWO_022",7,NA,NA,40.038857,-105.557196,452464.759,4432218.686,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2019-08","NIWO","2019-08","2019","NIWO_001",4,NA,NA,40.042344,-105.558975,452315.392,4432606.622,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2019-08","NIWO","2019-08","2019","NIWO_014",16,NA,NA,40.050779,-105.548151,453244.515,4433537.139,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2019-08","NIWO","2019-08","2019","NIWO_016",11,NA,NA,40.048377,-105.542505,453724.471,4433267.545,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2019-08","NIWO","2019-08","2019","NIWO_018",44,NA,NA,40.052498,-105.584022,450186.137,4433747.411,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2019-08","NIWO","2019-08","2019","NIWO_019",9,NA,NA,40.046996,-105.547411,453305.047,4433116.906,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2019-08","NIWO","2019-08","2019","NIWO_020",7,NA,NA,40.0413,-105.554781,452672.482,4432488.515,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2019-08","NIWO","2019-08","2019","NIWO_022",4,NA,NA,40.038857,-105.557196,452464.759,4432218.686,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2019-08","NIWO","2019-08","2019","NIWO_028",32,NA,NA,40.057323,-105.593573,449375.04,4434288.29,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2019-08","NIWO","2019-08","2019","NIWO_030",32,NA,NA,40.058366,-105.595337,449225.305,4434405.088,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2019-08","NIWO","2019-08","2019","NIWO_040",8,NA,NA,40.046551,-105.584709,450123.158,4433087.643,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2019-08","NIWO","2019-08","2019","NIWO_041",49,NA,NA,40.050349,-105.582965,450274.689,4433508.24,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2019-08","NIWO","2019-08","2019","NIWO_042",46,NA,NA,40.04845,-105.584355,450154.772,4433298.251,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2020-08","NIWO","2020-08","2020","NIWO_001",4,NA,NA,40.042344,-105.558975,452315.392,4432606.622,"Evergreen Forest, Grassland/Herbaceous"
"NIWO2020-08","NIWO","2020-08","2020","NIWO_009",8,NA,NA,40.045049,-105.560411,452194.764,4432907.626,"Evergreen Forest, Grassland/Herbaceous"
"ONAQ2017-06","ONAQ","2017-06","2017","ONAQ_008",21,4,10,40.158539,-112.521575,370417.119,4446463.485,"Evergreen Forest, Shrub/Scrub"
"ONAQ2017-06","ONAQ","2017-06","2017","ONAQ_010",22,4,13.5,40.201042,-112.497129,372578.62,4451146.002,"Evergreen Forest, Shrub/Scrub"
"ONAQ2017-06","ONAQ","2017-06","2017","ONAQ_015",5,3,9,40.151788,-112.478445,374077.897,4445652.163,"Evergreen Forest, Shrub/Scrub"
"ONAQ2017-06","ONAQ","2017-06","2017","ONAQ_021",12,4,8.5,40.154245,-112.542595,368618.607,4446017.747,"Evergreen Forest, Shrub/Scrub"
"ONAQ2017-06","ONAQ","2017-06","2017","ONAQ_024",4,4,25.5,40.160102,-112.485308,373508.777,4446584.784,"Evergreen Forest, Shrub/Scrub"
"ONAQ2017-06","ONAQ","2017-06","2017","ONAQ_025",20,10,34,40.145343,-112.538881,368917.84,4445024.211,"Evergreen Forest, Shrub/Scrub"
"ONAQ2017-06","ONAQ","2017-06","2017","ONAQ_028",19,5,12.5,40.163267,-112.532581,369488.764,4447004.456,"Evergreen Forest, Shrub/Scrub"
"ONAQ2017-06","ONAQ","2017-06","2017","ONAQ_029",15,4,9.5,40.219718,-112.473216,374648.373,4453184.982,"Evergreen Forest, Shrub/Scrub"
"ONAQ2017-06","ONAQ","2017-06","2017","ONAQ_041",11,5,22,40.17402,-112.452841,376299.053,4448083.918,"Evergreen Forest, Shrub/Scrub"
"ONAQ2017-06","ONAQ","2017-06","2017","ONAQ_042",9,4,13.5,40.176672,-112.456784,375968.187,4448383.784,"Evergreen Forest, Shrub/Scrub"
"ONAQ2017-06","ONAQ","2017-06","2017","ONAQ_043",9,3,12,40.173719,-112.456713,375968.814,4448055.863,"Evergreen Forest, Shrub/Scrub"
"ONAQ2017-06","ONAQ","2017-06","2017","ONAQ_073",17,4,11.5,40.1811,-112.512554,371228.062,4448954.65,"Evergreen Forest, Shrub/Scrub"
"ONAQ2019-05","ONAQ","2019-05","2019","ONAQ_009",13,3,8.5,40.160803,-112.47125,374707.313,4446642.604,"Evergreen Forest, Shrub/Scrub"
"ONAQ2019-05","ONAQ","2019-05","2019","ONAQ_011",10,5,15,40.150746,-112.456227,375968.39,4445505.19,"Evergreen Forest, Shrub/Scrub"
"ONAQ2019-05","ONAQ","2019-05","2019","ONAQ_015",6,4,10.5,40.151788,-112.478445,374077.897,4445652.163,"Evergreen Forest, Shrub/Scrub"
"ONAQ2019-05","ONAQ","2019-05","2019","ONAQ_024",5,4,16,40.160102,-112.485308,373508.777,4446584.784,"Evergreen Forest, Shrub/Scrub"
"ONAQ2019-05","ONAQ","2019-05","2019","ONAQ_026",11,6,14,40.16488,-112.448781,376628.234,4447063.684,"Evergreen Forest, Shrub/Scrub"
"OSBS2017-09","OSBS","2017-09","2017","OSBS_003",10,NA,NA,29.694993,-81.947419,408343.335,3285364.265,"Emergent Herbaceous Wetlands, Evergreen Forest, Woody Wetlands"
"OSBS2017-09","OSBS","2017-09","2017","OSBS_004",38,NA,NA,29.684075,-81.959108,407202.452,3284163.768,"Emergent Herbaceous Wetlands, Evergreen Forest, Woody Wetlands"
"OSBS2017-09","OSBS","2017-09","2017","OSBS_005",11,NA,NA,29.696568,-82.02558,400782.947,3285603.396,"Emergent Herbaceous Wetlands, Evergreen Forest, Woody Wetlands"
"OSBS2017-09","OSBS","2017-09","2017","OSBS_006",26,NA,NA,29.686609,-81.983001,404893.003,3284463.95,"Emergent Herbaceous Wetlands, Evergreen Forest, Woody Wetlands"
"OSBS2017-09","OSBS","2017-09","2017","OSBS_008",37,1,2,29.685058,-82.007163,402553.625,3284312.244,"Emergent Herbaceous Wetlands, Evergreen Forest, Woody Wetlands"
"OSBS2017-09","OSBS","2017-09","2017","OSBS_017",11,NA,NA,29.703872,-81.991845,404053.613,3286384.231,"Emergent Herbaceous Wetlands, Evergreen Forest, Woody Wetlands"
"OSBS2017-09","OSBS","2017-09","2017","OSBS_018",10,NA,NA,29.686636,-81.942713,NA,NA,"Emergent Herbaceous Wetlands, Evergreen Forest, Woody Wetlands"
"OSBS2017-09","OSBS","2017-09","2017","OSBS_026",38,NA,NA,29.693584,-81.992056,404023.434,3285244.42,"Emergent Herbaceous Wetlands, Evergreen Forest, Woody Wetlands"
"OSBS2017-09","OSBS","2017-09","2017","OSBS_027",30,NA,NA,29.691969,-81.992063,404021.238,3285065.449,"Emergent Herbaceous Wetlands, Evergreen Forest, Woody Wetlands"
"OSBS2017-09","OSBS","2017-09","2017","OSBS_029",18,NA,NA,29.692504,-81.989891,404231.863,3285122.93,"Emergent Herbaceous Wetlands, Evergreen Forest, Woody Wetlands"
"OSBS2017-09","OSBS","2017-09","2017","OSBS_051",31,1,3.5,29.67776,-82.007709,NA,NA,"Emergent Herbaceous Wetlands, Evergreen Forest, Woody Wetlands"
"OSBS2018-09","OSBS","2018-09","2018","OSBS_003",10,NA,NA,29.694993,-81.947419,408343.335,3285364.265,"Emergent Herbaceous Wetlands, Evergreen Forest, Woody Wetlands"
"OSBS2018-09","OSBS","2018-09","2018","OSBS_008",27,NA,NA,29.685058,-82.007163,402553.625,3284312.244,"Emergent Herbaceous Wetlands, Evergreen Forest, Woody Wetlands"
"OSBS2018-09","OSBS","2018-09","2018","OSBS_009",15,NA,NA,29.698798,-82.017543,401562.68,3285843.578,"Emergent Herbaceous Wetlands, Evergreen Forest, Woody Wetlands"
"OSBS2018-09","OSBS","2018-09","2018","OSBS_010",11,NA,NA,29.691764,-81.941828,408881.346,3285002.118,"Emergent Herbaceous Wetlands, Evergreen Forest, Woody Wetlands"
